Timestamp,What is your Gender?,Where are you from?,Question1,Question2,Question3,Question4,Self Esteem Label
12/31/2021 16:07,Male,Dhaka,I don't think so.,May be not. I never think in that way.,"They always provoke me to do right things. If I am doing or about to do anything that brings no betterment for me, they will give it a No.","Yes, I do feel confident. ",0
12/31/2021 16:12,Female,Dhaka,Sometimes ,"I respect myself always
",No.sometimes i get the limitations as girl to go out for tour or something,They always support me to be a good human being first with honesty and then to do good in academic results.Still need a lot to go on a right direction.,1
12/31/2021 16:12,Male,Dhaka,No. They have the Right to criticize.,No. Whatever happens with my low self esteem its on me. Not anyone else's fault.,No. I have lot of Things in the way of doing anything.,No. But whatever I want to do if i can convince my parents. I think they would support me,1
12/31/2021 16:19,Female,Rangpur,No,No,Yes,Yes,0
12/31/2021 16:23,Female,Dhaka,I am not sure about it because both of my parents are not same. ,May be. Sometimes I feel my words are not that valuable but not always. It can happen for my overthinking habit.,"I don't think so because all the people are not same and It is not an appropriate question. So, here is no impact and my parents do not compare me with anyone.","Yes, I am trying to live a good and peaceful life and my parents support me.",1
12/31/2021 17:01,Male,Dhaka,My parents never criticised me for my qualities but they did teach me the impacts of both good and bad qualities. ,"No, i don’t think so because I didn’t do anything like that for which my parent would give me more respect than now.",I want to do all the things like most other people except the marriage. My parents encourage and make me aware of the criticism that i might face.,I feel confident but my parents always remind me of what would be more helpful if I choose something normal for becoming the person I want to be.,1
12/31/2021 17:54,Male,Dhaka,"No, they never demean me even when they criticise.",No.,"Yes, the have always guided me to the right direction.","Yes, my parents have the biggest impact behind this.",0
12/31/2021 18:48,Female,Khulna,"Sometimes, it is. But again, they are also human beings. They do make mistakes. I don't take those criticism personally. ","Again, my answer is same like previous one. ",I don't compare myself with others. ,"Undoubtedly. Again, I am grateful for having such supportive parents ",0
12/31/2021 19:26,Female,Chattogram,"No. Even with my parent's criticism, I have many qualities. But it sure made me over thinker and under confident.","Yes for sure. I think I do deserve more respect and appreciation for myself which I am unable to give myself. If my parents were a little considerate about some things, my life would have been a lot easier I have to admit.","No. 
I have a few limitations which is I am fine with by the way. There are some things which I myself will not do before my parent's even forbid me because I don't find it right. So, I am somewhat okay with their restrictions.","Yes. In Sha Allah I am on the right path. And I am confident about it because I leave most things to Allah. And this is the path He has chosen for me. So, I believe this is the right path for me.",1
12/31/2021 19:46,Female,Chattogram,Yes their criticsm  made me o under confident.,I wish I will get enoungh respct as a sensible person.,I know my limititation can't do everything like other.,Yes. Absloutely,1
12/31/2021 19:57,Female,Dhaka,No,No,Not all the things but yes they always support for the right things ,"Yes, they are always behind me. ",0
12/31/2021 20:21,Male,Dhaka,"Yes, my father criticizes me almost for every thing I do, and I get confused about my decision, making good qualities unattainable to me.",Yes.,"Maybe not, things I am not interested in or good at, I will prefer not to try them, there is generally no impact for parents.","Maybe not, maybe yes, let's see what happens next.",1
12/31/2021 21:00,Female,Dhaka,I have no idea actually ,"No, I can give myself enough respect ",I cannot,"My parents even don't know how have I grown as a person. They have some other image of me as if I had shown my true nature, they would never accept it",1
12/31/2021 23:12,Male,Rajshahi,when my admission was over and I couldn't make any position I got depressed. My parents help me to come back and encourage me to do something big.,Whatever I told them still now they at least listen carefully and gave me feedback. I respect their opinion and also they .,yes. may be they don't allow me to stay outside long time at night but at the same time if someone need help then they never stop me.,"Yes, learning something new everyday that's a great thing to me. Parents want to see me an successful engineer and I am just learning right now. I think I am on the right direction though the way is not so smooth .",0
1/1/2022 3:38,Female,Dhaka,"Yes, I do think that.","Yes, I do.","Sometimes I can do things like others, but not all the time.","Yes, I am confident about my heading. But there is lack of support from parental side.",1
1/1/2022 9:14,Female,Dhaka,Parents criticism + luck,"I do give myself more respect than they do, cause they make me realize I am a girl, and I have limitations. Seems like, I do not have any self respect just because I am a girl","No, never. At least not like my brother ",Yes. ,1
1/1/2022 10:32,Female,Dhaka,Yes,No I strongly disagree ,Yes,They are always very much supportive. ,0
1/1/2022 12:21,Male,Chattogram,No. i think their criticism helps me to improve my good qualities,"yes, i could have engaged more in outdoor works.","Yes. they encouraged me to communicate with field professionals about my problem. when i arrived in dhaka, they encouraged me to engaged in part time jobs too.",Yes. The biggest support they are giving is economical truely. They never create any economic barrier in front of my interests,0
1/1/2022 15:50,Female,Dhaka,Yesss. ,I have very low-estem for this issue,Yes everyone is capable of doing things. Parents have to be more considerate on me doi g things.,No I am not heading in the right direction but I try to. My parents give efforts a lot too. They just don't care about mental refreshments ,1
1/1/2022 21:48,Female,Dhaka,No. ,Not really. ,Yes I am ,I do not seek for support ,0
1/1/2022 21:56,Male,Dhaka,For some part yes. For some part no. Their criticisms have helped me in some ways but not that much. ,No. I think my parents are considerate enough so I don't have any problem relating that. ,It would be better if there was any examples of what things. But yes I think I can do all the things like most other people. My parents do ask some questions before I do things like go outside of house or go to a trip or something. But they never hold me from doing something that I want. ,Yes. I feel confident about that. And I am where I am because of the support I got from my parents. ,0
1/2/2022 20:33,Female,Dhaka,No idea.,I don't know.,I don't think so.,I have no confidence.,1
1/2/2022 23:15,Female,Dhaka,No,No ,No,They are supportive.,0
1/2/2022 23:20,Female,Dhaka,No...,"No, they are perfect.",Yeah. I think I can.,"Yes.
And they are supportive.",0
1/3/2022 8:10,Male,Dhaka,Not at all ,Nope,"No, I do not because my parents hadn't given me the awareness of socialization  ",I do feel confident.,0
1/3/2022 10:32,Male,Dhaka,Yes. They should encourage not criticise.,My parents are very considerate.,no I don't like to follow othe rpeople.,Yes I feel confident as my parents support my decision a lot.,0
1/3/2022 22:20,Female,Dhaka,No,Biggest wish.,Sadly I can't.,Don't know yet :'),1
1/3/2022 22:59,Female,Dhaka,In some person yes,They respect me and my decision ,Not all things.  They permit me to do things but not the work which are not ethical ,Yes.  My parents supporting me a lot,0
1/3/2022 23:33,Female,Dhaka,Yes. They are judgemental.,Yes. They never gives me the respect that I think I deserve.,No. They don't give me the freedom to live on my own. ,Yes. They never stopped me from doing anything unless they thik it's harmful for me.,1
1/3/2022 23:38,Female,Dhaka,No! There is no such things.,Yes! If my parents were more considerate i could have given mire respect to myself. ,My parent's always say don't compare to others. Just do your best in your own way.,Im kind of confident about my path. My parent's is always help me to achieve my goal and gives enough motivation.,0
1/3/2022 23:40,Female,Dhaka,"Yes,  They love me very much espeically my abbu but this affection put me far away from my aim. I got in poor marks in mathematics in one term exam (in my whole life only once)and they didn’t allow me to take science  whether they know  that i am a studious person. ",Yes if my parents support me all-time i may more confident. ,Yes I can do most of the things that other people do.My parents will be proud and happy on that.,"I am  not confident but if i give my proper focus on my plan,  I will definitely bring success and if my parents i am wining they will definitely yry their best to my success. ",1
1/3/2022 23:40,Female,Chattogram,Yes . Sometimes ,Yes I think , they help me a lot but fail to do amazing works like others.,Yes I am feeling confident ,1
1/3/2022 23:41,Female,Dhaka,"I think every parents think their child is the best and when we cannot fulfil those expectations,  these leads to their disappointments. But my parents criticise me ,at the same time motivates me to do better",I don't think it at all,Obviously there are some restrictions which I think is good for me,"Yes, my parents are supportive in this case",0
1/3/2022 23:54,Female,Dhaka,No. I think they are over possessive to me..that is responsible for my lack of good qualities.,"Yes, sometimes people insulting me for father's behavior.","No, i don't think i can do all of the things, because my parents are so over protective and give me many restrictions.",I do not understand I am on right direction or not.,1
1/3/2022 23:58,Female,Rajshahi,Not at all.,"Nope,without their support I could not respect myself.","Nope, I am not able to do and the impact of my parents is criticizing me, in lovely way.","Yes , I am in the right direction and I wanted to be a teacher. My parents support me for it because they want me to do whatever I like to do.",0
1/4/2022 0:04,Female,Chattogram,I don't think so. But parents play a role in shaping our personality. ,Yes. I will give myself more respect and love if my parents were more considerate,Yes. My parents are supportive.,Yes I do feel confident that I am heading in the right direction to becoming the person I want to be. I think my parents' upbringing played a significant role in this.,0
1/4/2022 0:06,Female,Dhaka,Yes sometimes, No they are enough careful. ,No. My other family members have much more opinion in my life,Yes maybe ,1
1/4/2022 0:07,Female,Mymensingh,"No 
They just do it ",yes .I think i can love myself ,Yeah i can do it if they support and encourage me but they dont .They always tell bad things about me.,There is no support from my parents and there is no right destination.,1
1/4/2022 0:11,Female,Dhaka,No. I don't think so. ,No I don't think so. ,Yes I think I am able to do all the things most other people do. ,Yes I feel confident. My parents always motivate me to be a better version of me. ,0
1/4/2022 0:16,Female,Mymensingh,"Yes. They never apriciate me for the any good act or sacrifice I have made for them, so I stopped doing sacrifice myself for them and in some extend for anyone. It made me believe world is a cruel place, no matter how good you do for anyone, it doesn't matter. Which made me selfish, cruel, hrash in some extend. ","Yes I think so. My parents never treated me as human . They always make me realized, I am nothing and I have to pleased or everyone to make myself worth.  It's a favour they are doing to grow me up. ","No I cannot. . I do overreact for silly reasons where others donot give shits. I think my parents behavior or the way they treated me , have impact on this.","Yes I feel like I am heading to become the person I want to be. Well, I started living separate from my parents, which make me able to let myself know, to get the space to let myself grow. So I didnot get any support from my parents.",1
1/4/2022 0:36,Female,Dhaka,Yes.,Yes.,No. I have grown up as an underconfident people.,Not at all.,1
1/4/2022 0:42,Female,Dhaka,No. It's up to us how we perceive criticism. It could be demotivating or it could be constructive in a way too. It depends on us completely.,For someone people maybe yes for some maybe not.,My parents have always motivated me for something which I am good at. If I am not then it's not meant for me to deal. ,"Yes, the whole credit goes to my parents regarding how they shaped my thought process, life goals and ambition.",0
1/4/2022 7:55,Female,Dhaka,No,No,No,Yes,0
1/4/2022 12:34,Female,Dhaka,It's mostly because all they are concerned about is society.,Of course. At some point of my life I was so depressed that I was on verge of giving up on life.,Mostly yes.,I don't feel confident obviously because like always they're not supportive of my choices. ,1
1/4/2022 12:34,Male,Chattogram,No. My parent's criticize because they want the best of me to be out there. Criticizing me will help me to understand my lackings. ,My parents are enough considerate to give myself enough respect. ,I think i can do almost everything i want as most people all thanks to my parents help and support. ,"I am not enough confident on the way i am heading in my life. But i always know that whichever path i take, my parents will always be there to guide and support me. ",0
1/4/2022 16:23,Female,Dhaka,"Not always, but sometimes it happens. ","Not like that always, it depends ","Yes, they didn’t give me bad impact ","I think, every parenting process has some error and mistake, My parents also have some, but these are not such a big deal for my life ",1
1/4/2022 17:05,Male,Dhaka,Yes,Maybe,Nah,Can't ,1
1/4/2022 17:06,Male,Dhaka,yes. childhood traumas play a part in this.,"no, i give myself enough respect.",yes i can now that i am older.,more or less yes i do feel confident.,0
1/4/2022 17:10,Male,Dhaka,Nope not at all. I am responsibpe for my own failures.,Nope......I don't think I deserve more respect.,I am able to do some of the things like other people to a certain extent.,Inshallah I feel I am heading the right direction.,0
1/4/2022 19:17,Female,Dhaka,"Of course, they are my parents and I whish them to be by muly side. Each and every word that came out of theur mouth is fucking important to me. ","Yes, obviously. I somethings think of me being worthless. ","Yes, I am. That's what I'm doing for all these days.",I don’t know actually. I feel numb. I just don’t want to get hurt anymore. ,1
1/4/2022 21:17,Male,Chattogram,No,No,"No, I don't. Because, I have to lead an islamic life, which is thouhgt by my parents",Of course.,0
1/5/2022 18:35,Female,Khulna,no,I don't think so.,absolutely no. It's relatively difficult to go out more frequently like others and cannot stay late with my friends. ,yes.,0
1/5/2022 19:07,Male,Dhaka,"No, it's the opposite.","No, my parents always encouraged me & gave me confidence.","No, as my parents work hard for me to built a successful career, I can't afford to waste time & energy on things that other people do.","Not entirely, but with my parent's support, I'm hoping for a successful career.",0
1/5/2022 19:39,Male,Dhaka,Yes. It decreases my moral and confidence ,Yes of couse. It doesn’t need explanation honestly,No I dont. They dont have any impact ,No I dont. And there is no support,1
1/5/2022 20:12,Male,Dhaka,Yes mostly i do feel that way but sometimes they just don’t understand me so they criticise me for no any good reason ," Yes , If I get some consideration from my parents I could have done many better things.",No i don’t think i am able to do all the things like most other people.,Yes i feel confident and my parents are with me for the support ,1
1/5/2022 20:54,Female,Dhaka,Not really sometimes things aren’t just up to us. ,They are not considerate enough to help me to grow respect for myself.,No I can’t do most of the things others girls are able to do,No I believe my parents support aren't enough.,1
1/5/2022 21:15,Female,Dhaka,Of course their criticism is making me sick.,Yes they doesn't concern about consideration.,"No, I always feel I'm not strong enough to do anything.",I don't care about them either 😒,1
1/5/2022 21:54,Female,Dhaka,Yes their criticism is out of limit sometimes for me.,Yes I think I could have give me more respect.,"Yes , whatever I able to did in my life because of my parents. ","Yes,I'm confident enough.",0
1/5/2022 22:01,Male,Dhaka,No they never criticized me.,"No, my parents consider me most of the time if needed.",Yes. They always encourage me,May be. Actually I'm not sure. ,0
1/5/2022 22:02,Male,Sylhet,No they never do such things with me.,They are enough considerate!,Yes I do and it is possible just because of my parents. ,I think so.,0
1/5/2022 22:15,Female,Dhaka,"No, there is no place of criticism between us.",Yes I think I could have given myself more respect.,Yes i'm confident enough that I'm able to.,Yes my parents always help me to heading in the direction I want.,0
1/5/2022 22:30,Male,Dhaka,Yes for huge part of my life.,"Maybe, yes sometimes I feel like that.",No. Parents kept me away from mixing with many friends.,"Yes. Now, my parents understand. ",1
1/5/2022 22:44,Female,Dhaka,somehow yes,yes sometimes I feel they could have been more supportive to me.,no .,Yes i'm confident and also my parents guide me.,1
1/5/2022 22:45,Male,Dhaka,No. They react when I am wrong.,My parents are considerate for the things that are good for me,No I can't,Not yet but hopefully one day I'll achieve by my parent's support.,0
1/5/2022 23:03,Female,Dhaka,My parent's never criticise me,My parent's are more considered ,"Yes, they will always encourage me",They fully support me,0
1/5/2022 23:10,Male,Dhaka,There are times I think YES.,Yes my parents aren't that much considerate at all.,"No I cant.
And My parents has a good impact on that 🙂",They supported me in many situations.,1
1/5/2022 23:13,Female,Dhaka,Sometimes their criticism makes me weaker.,"Yes, I feel they doesn't consider me when I need it the most.","Yes, but my parents don't think so.","Yes, I feel confident.",1
1/5/2022 23:15,Male,Dhaka,"No, they always give me feedback to become a better person.",No.They considered all of my concern.,They guide me to do right things.,"Yeah, I feel confident cause my parents motivates me to becoming the person I wanna to be.",0
1/5/2022 23:18,Male,Dhaka,No they try to make me understand what I did wrong.,I can actually relate.,No sometimes I feel I can't be better than others.,No I feel hesitate if I'm going in the right direction or not.,1
1/5/2022 23:19,Female,Chattogram,Never. They are my ideal. I want to be like them.,They are enough considerate for me.,I just know that I am able to do the things that I want to do.,Yes Alhamdulillah. I am blessed to have them as my parents.,0
1/5/2022 23:27,Female,Dhaka,I used to think that when I was younger but now I totally believe that you write your own destiny of course Allah is there but what you become is what you do to become. ,"My parents are considerate yet I don't respect my self, my creativity and question life all the time. So I don't think it's always relevant to considerate parents. ","Nah I don't think I am smart enough to do things like most other people and my parents don't simply bother about this. I am depressed on my own and they know nothing about mt academics, my life, my decisions or anything else. ",I don't know if I am heading to the right decision and my parents don't care. ,1
1/5/2022 23:28,Male,Dhaka,No they never questioned my decision.,Yes I feel their consideration level was so low for me.,Yes i can do the things what most other people do.,Yes my parents encourage me to go so.,0
1/5/2022 23:30,Female,Barishal,Yes It does and most of the time I fear to do something thinking that they'll judge me,"Yes,I do","No,I don't think so as I hesistate all the time how will they react",I know for a fact I am not becoming the person I wanted to be,1
1/5/2022 23:34,Female,Khulna,Yes.,Yes I feel I could have given myself more respect if my parents were more considerate.,Yes I think so.,I don't know. ,1
1/5/2022 23:36,Female,Chattogram,"I don't think so .
",No. I never felt that way.,I think I can because my parents support me,Yes! They encourage me.,0
1/5/2022 23:55,Female,Khulna,No constructive criticism is important to develop good qualities ,No they r considerate enough ,"No, the things I prefer to do valuing my parents opinion are good enough","Yes,  I am confident the way my parents directed.",0
1/5/2022 23:59,Male,Sylhet,Not really..I like to learn things by workind hard..so I never blame them..,Yes i feel that..Sometimes I  have to do what they want me to do..this is really tough for me to keep my self respect,Yes I do..i like to keep myself in beyween commoners ,I try to choose my own path..I always like to stick on it..,0
1/6/2022 0:04,Male,Dhaka,"No, I feel like my parent’s criticism is really helpful for my future. ","Yes, I could have given myself more respect.",I don't so. Parent's to much care can be harmful. ,"No, I think I miss some direction along the way because of my parent’s lack of support",1
1/6/2022 0:07,Female,Dhaka,Yes sometimes because when you say something harsh to about something she couldn't achieve much your child it might make him/her loose interest on that particular topic ,Yes I think they should have been more considerate.,Not like i will blame all the things i could do on my parents. But yeah in a way if i think i could do more than i do i could get the chance,Maybe since i already chose the path for my life and since i took my parents wish before what i actually want I want to pursue this appropriately and try to make them feel proud of me. ,1
1/6/2022 2:10,Male,Dhaka,Parents always criticise their children because of lack of good qualities.,Yes I think I could have given more respect of my parents were more considerate.,"No,I can't do all the things like most othe people do..my parents always say that I'm introvert and that's why I can't do all the things .",My parents always encourage me to head in the right direction to becoming the person I want to be.,1
1/6/2022 10:03,Female,Khulna,no I don’t think so. That’s my failure not them,They already are enough considerate so I got respect ,Yes and my parents are cool with it ,yes hopefully and my parents are supporting me with it,0
1/6/2022 10:18,Male,Dhaka,"No, as they don't criticize when I get a bad result instead encourage me to do good in the upcoming exams.","Probably, I think if they valued my opinion it would really give me a moral boost.","No, as all my opinions doesn't get valued.",Even I am not sure about my future but I am positive I can make it.,1
1/6/2022 11:59,Female,Dhaka,Constructive criticism is always welcomed no matter from where it is coming and parents criticise us to make sure we work to make ourselves better not because we are lack of good qualities.,"Maybe yes, if they become more considerate then we will be more confident.",I don't think so as we all are different.,Yes I feel confident and it because of the support I get from my parents.,0
1/6/2022 14:34,Male,Dhaka,"No, I think sometimes they are right with their criticisms. ",I give myself less respect than I deserve - it is absolutely my fault. ,Not all the things. But i can do things according to situations. ,"My parents are overall pretty much supportive on the way of life. Sometimes they don't understand me because of the generation gap. But when they understand,  they appreciate and supports. Sometimes they gives counter logics. ",0
1/6/2022 17:27,Female,Dhaka,No my parents won't do such things.,No i never felt that way.,"No, I feel I'm not capable enough.",Yes. they are the reason I'm becoming confident day by day.,0
1/6/2022 19:25,Male,Dhaka,No I don't think so I can say lack of my practice is,For me my parents tries to consider any kind of situation and theu sacrifice a lot,Yes I can do all the things with permission,Yes I'm sure of it being kind is the key to success,0
1/6/2022 19:55,Male,Dhaka,I don't think that is the reason.,My parents are considerate.,I am able to do activities like most other people.,I am confident that I am in the right direction.,0
1/6/2022 22:48,Male,Dhaka,"Not good quality, but I think the lack of comfidence",I think so,"Not ALL things, but certain somethings","No actually, but the career I chose was my parent's choice, so at least I can tell them",1
1/6/2022 22:51,Male,Dhaka,It helps me to build up a strong character.,My relation with my parents is so friendly and they are already great. ,"Yes, I can do whatever I want with their suggestion not decision.","Yes, I feel confident.",0
1/6/2022 23:10,Male,Dhaka,They never criticized me.,No they helps me most of the time.,yes I'm able to do all the things.,Yes I have the confidence.,0
1/6/2022 23:13,Female,Dhaka,I feel sad but I don't think it's can be a reason for lack of good qualities for me. ,Yes. I wish they were more considerate sometimes.,No I can't as my parents don't allow me for many simple things which is very normal for most other people. ,No I'm not. My parents don't want me to become the person that I want to become! ,1
1/7/2022 1:32,Male,Dhaka,Of course not. They have encouraged me always in every way possible. In fact they allowed me to travel alone at a very young age yo learn life things. Allowed me to attend concerts before the day of my board exams. They did criticise but to give me courage to do things in more accurate ways. ,"No, I think my parents are more than enough considerate.",Yes I do think I am able to do all the things like most other people. My parents hardly refrained me from anything unless it was bad or harmful.,"Yes I do. But as every other person I rush towards it. I want to achieve it faster. And I know it makes my life miserable. But I feel confident about me as a person, about my life and career. ",0
1/7/2022 2:02,Male,Sylhet,"As I've always been supported by my parents, my qualities are not dependent on any particular incident or event.",I get the respect I deserve.,"Yes, I am able to do everything that I want, whenever I want it.",It actually depends. Sometime I feel like this is the life I always wanted then again sometimes its like I want it some other way.,0
1/7/2022 5:45,Male,Dhaka,"Yes, I felt like an experimental being of my house. And now they blame me for all the things I couldn't learn because they didn't let me. ",I definitely would,I am far behind in many aspects from people around me. I couldn't make friends and join to any environments. But now the case is different and I am trying my outmost to bring the best out of me. ,From the beginning my parents have been pushing me with their own desires and I have been doing the opposite. I'm confident that I am heading to the path of being the person I want to be. ,1
1/7/2022 10:04,Male,Dhaka,No i don't think that.They're more realistic & practical than us.So their criticism is the betterment for their children.But criticism should be in good sense,My parents are more than enough considerate. This question didn’t even raise in my mind ,"I don't like to imitate what other people do
I do what I like to do. ",I always try to do what my conscience feels right. My parents always support me what I want to do.Let's hope for the best! ,0
1/7/2022 11:34,Male,Dhaka,No... I think they have ruined my life but i love my family,For my family i am nobody so it doesn't matter,My family interfere in every decision of Maine.,"Happiness is relative,Whom you want to be or not to be  will not bring you happiness.Inner peace is the only way to get happiness. So Always thankful to Allah, Alhamdulillah, i am happy in my life :)",1
1/7/2022 22:12,Male,Dhaka,They are very smart and I am proud of them,They are so smart and I am proud of them,I am capable but more capable than other people.That was possible only because of the support of my parents,Am doing MBBS and Sometimes I get very depressed And then I gain emotional strength from my parents,0
1/8/2022 6:42,Male,Dhaka,"It is quite true that my parents evaluate and criticize about things that I do but fortunately they criticize in a constructive way, which actually leads me to be a better version of myself. ","Fortunately, my parents never behaved in an inconsiderate manner with me. The lack of self actualization that I’m hit with sometimes comes from within and not because of my parental activity.",I feel like I’m quite competitive and able to do almost any other thing as a normal human would do. My parents always encouraged me on my endeavors. ,"Yes, I do. I feel like I’m drifting towards the person I aspire to be. My mental calibration feels alright and my heart feels at the right place. I’m quite thankful to my parents for making me into the person I’m today! ",0
1/8/2022 10:29,Female,Dhaka,No.I never felt I'm lacking good qualities for my parents.,No.they are supportive.,Yes my parents help me to believe I can do whatever I want .,Yes. it seems I'm going in the right direction . My parents support me all the time.,0
1/8/2022 14:26,Male,Dhaka,Yes. But the criticisms have decreased over the last 3 years. ,No comments as I am not sure what would have happened,I can do things according to my wish now,Yes. They are the ones who taught me principles all the way. ,0
1/8/2022 19:08,Male,Dhaka,They don't criticise me,They're supportive enough,"Yes, my parents also influence me to do all the things I want.",Yes. They're very supportive ,0
1/8/2022 19:14,Female,Dhaka,"Confused, but mostly I think they are the reason I am suffering from bipolar disorder. ","Yes, if only they would change the way of safeguarding me from everything. I am not free enough to take decisions which is  my weakness and my parents are responsible for that.","No, I have so many restrictions just because our society and country isn’t safe 😑😑😑",No. I am not confident but my parent's trust on me is giving me the push. ,1
1/9/2022 1:48,Female,Dhaka,No. But gives more birth to insecurities. ,"Yes, I would have. Maybe learnt to love myself better. ",No. Sometimes I cannot connect with other peoples struggle which make me insensitive but in reality it is more that I don't know how to.,Most of the time no. Which is why I make impulsive decision and take in whatever the consequences of those actions. ,1
1/9/2022 14:44,Male,Dhaka,No i dont think so,I'm okay already ,Yes i do,Yes I'm confident enough. ,0
1/13/2022 18:12,Male,Dhaka,No not at all. They don't criticise me,No. I never felt like that.,"Yes, as lomg as the thing is good, I can do that without any problem",Yes. Cause I am a better person than the person I used to be yesterday.,0
1/13/2022 23:40,Male,Chattogram,They discouraged me in many sector of my life. I even started to keep maintain distance from people for their behavior toward me.,Some time I feel I am not giving myself any respect. It started to become a crisis of my self respect due to their attitude,I would like to do everything like others. But again my parents restriction are there,Yes. My parents support does not  always  support me. Still I try my best to be confident about my choices.,1
1/13/2022 23:54,Female,Dhaka,Their criticism is the reason that I am doing so well in my life.,No I am person of self respect. No matter what happens I never let myself down even if my parents are concerned.,"Of course .I work hard , it is always possible for my parents support all these days.",Well I am trying to be .I hope I'll be that person one day whom my parents wished me to become.,0
1/14/2022 1:23,Male,Dhaka,"Maybe. Their criticism is much more than admiring. If they inspired me more, then I think I would gain more good qualities.","Obviously yes. If they give me more free space and inspire me more, then I would be a much better version of myself.","Other than study, I can't do that much like other people. I feel imbalanced in practical life.",I think I am heading in the direction my parents want me to be. Not what I want to be.,1
1/14/2022 3:41,Male,Chattogram,I don't know. Maybe I am good at nothing so what can they do. Just my sometime parents could say some inspiring words to me,"Yes, I always feel low towards my friends. They always see my parents dont listen to my words and force me to do things what they want.",I don't know what to say. As sometimes I think I can't express my self with my friends. Maybe its because of my mother. She always want to keep me in home and did not allow me to make new friends.,I don't know. If Allah bless me then I will .,1
1/14/2022 13:59,Male,Dhaka,"No , my parents never criticized me.",No they were so supportive.,"Yes, I have confidence about it.",Yes I feel,0
1/14/2022 20:38,Male,Rajshahi,"Never. Even if there is any lacking, then it is my fault. Not my parent's. ",They are more than enough considerate. I don't feel much disrespected to me.,"Yes I am. Even if I breakdown, my parents inspire me to not give up.",I am not sure. But I am hopeful about it.,0
1/14/2022 22:03,Female,Dhaka,"Yes.
If there was more support from the beginning, I think my beliefs would have been different. ","Yes.
If they had given me more freedom and had believed in me, and had given me the backup support that any child needs in their life it would have made a difference. ","No, I am not capable.
They seemed to be like me in a back dated beliefs and did anything on their control to keep it that way. ","I think, I am going to the right direction.
They are on the bridge about this opinion.
They show their support, but whenever they get the chance they will try to change my mind to their own beliefs and opinions. ",1
1/14/2022 22:03,Male,Barishal, They do lots of criticism on my work. This makes me feel  I am not been able to enrich myself more,I don't even care about my own respect  when it comes to my parents respect. They are my priority.,I am not truly speaking. I would have been able to do more like a general people if there were less involvement of my parents in my life,I think I am not heading on that path as my parents want. As they never try to give me mental support.,1
1/14/2022 22:05,Male,Dhaka,They don't criticize me that much.,I think I gave myself enough respect. Also my parents are considerate enough. ,"I face difficulty when I meet new people. But I saw some people who are very friendly to each other. I wish I could be like them. Other than that, I am good enough. My parents don't have much impact on it.","Yes I am confident and hopeful about it. If I need any help, my parents help me with whatever they can.",0
1/14/2022 22:20,Female,Sylhet,I have lack of good qualities. If they criticized it could get better. ,I can't accuse them on this matter. As 80 percent parents of our country do not think about it. ,It is not possible to do everything like other people. Of course like always they are again careless of this matter too.,I am still confused which is the right direction for me. I wish they could guide me.,1
1/14/2022 22:36,Male,Dhaka,They always have given me logical criticism.,I think they needed to be more considerate as a human I deserve some respect.,They misbehave with me so much that I forgot to be a man like others.,I don't need their support.,1
1/14/2022 22:46,Female,Dhaka,I a  responsible for some of my bad qualities.,They have always taught me to have self respect.,I try to make myself as an Icon. They are my support system behind all my achievement.,InshAllah. Without their today I wouldn't have been myself.,0
1/14/2022 23:32,Male,Mymensingh,Now in my University level I adopt different qualities. If their criticism were not there I would not know which is good and which is wrong.,"To them I am just a kid, I don't deserve to get enough respect.",I would have been more proud of me. If I was not effected by them. ,I don't have any guts to walk on any direction for their behavior with me.,1
1/15/2022 1:30,Male,Dhaka,"I think so. As I told before my parents scream on me mostly, I become short tempered and start shouting when I can't take anymore. For this, I also behave rude with other people sometimes.","Yes definitely. If they were more compassionate and considerate, I would not feel stressed and worthless.",No I can't. I don't get enough confidence while doing anything. ,To be honest I don't know. I don't know in which direction I am going.,1
1/15/2022 13:04,Male,Dhaka,No i don't. I think criticism from parents is necessary for every child. ,Maybe. Sometimes I feel my parents could have done more.,I am restricted to some stuff. ,Hopefully they will support me in the direction I'm heading.,0
1/15/2022 15:07,Male,Dhaka,Yes. It makes me weaker inside.,Yes I think I could have done better in life if they were more considerate.,"No, sometimes I feel like my friends are better than me.",My parents didn't give me any support to go in the right direction. They want me to be the person they want to.,1
1/15/2022 15:08,Male,Rangpur,From my childhood I wanted to be a singer .They did not let me sung. Now I have become a person with zero good qualities.,I always in that zone where I feel I am a person who never get any respect. I wish they would know as their child I also deserve some respect.,They tend to compare me with other people. This makes me less confident. And I feel I am not been able to as good as theirs.,It is necessary in life to be in right track which I am not in. If they supported me a little bit. I would have been on right track.,1
1/15/2022 15:23,Female,Khulna,Indeed. My parents never understood me. If they would let me do what I like instead of criticizing I would have been in a better  position.,No. It was my fault I should have given myself more respect. Even though they are not considerate at all.,I never get the chance to do well or do something like others. Their overprotective attitude ruined it all.,"At present I am on right direction. Before when I listen to them, I lost the right direction.",1
1/15/2022 15:38,Male,Dhaka,Sometimes they criticized me in a way that I had to believe my good qualities are bad too.,I believe I could be a better person if my parents were more considerate.,My parents sometime criticize me with some words like I can't do anything like other good person around me.,I'm not confident enough that I'm heading to right direction or not.,1
1/15/2022 15:53,Female,Chattogram,I don't think my parents have any impact in my lack of good qualities.,My parents give respect to all my opinions and decisions.,Yes I think I'm able to do like others.,I'm confident that I'm going in right direction and my parents support me a lot.,0
