Timestamp,Gender,Where are you from?,Parenting Label,Question1,Question2,Question3,Question4,Label
12/31/2021 11:28:27,Female,Dhaka,,Nothing will happen,No. My parents let me do what I love to do. ,Yes I find it difficult when one us is not familiar with the task. ,Hopeful enough. Hardly felt hopeless.,0
12/31/2021 11:31:19,Male,Dhaka,,No. I never felt like this.,No. I never experienced it.,No. Rather my parents make it easy to work up the initiative.,I feel great. it makes me hopeful.,0
12/31/2021 11:58:16,Female,Dhaka,,"Yes, don’t know exact reason but feel wrothless for many reasons",No,"Yes, things not go according to my expectations ",Most of the time hopeless.,1
12/31/2021 12:49:38,Female,Dhaka,,"No,i dont feel worthless",Nope,Nope,Their activities not good enough but still i love them,0
12/31/2021 13:24:56,Female,Chattogram,,"Yes, when my ssc result was not so well.","Yes, i do","Yes, i do",Sometimes it makes me hopeless.,1
12/31/2021 13:42:28,Male,Dhaka,,Nope. I always try my best.,Mom always scream when i play games.,Nope. They want me to do something initiative.,Satisfied and its make me hopeful.,0
12/31/2021 13:55:14,Male,Dhaka,,Yes sometime i feel very disappointing because they always give me what i want but i cant fulfill their expectations,Yes..they listen to me and give me better suggestion,No,Yes...it makes me ver hopeful. They always support me,0
12/31/2021 14:02:47,Male,Dhaka,,Felt worthless,No,No,Hopeful,0
12/31/2021 14:15:14,Male,Dhaka,,Yes sometimes I feel worthless ,No. I can do everything freely and my parents have no infulence.,No. They are very considerate and helpful.,Hopeful,0
12/31/2021 14:22:43,Male,Dhaka,,Feels shit,Feels shit,Feels shit,Feels shit,1
12/31/2021 14:27:04,Female,Dhaka,,I feel like I have disappointed them almost all my life. This feeling comes from the fact that they no longer have high hopes for me like they used to have before. ,"No. My parents encourage me to pursue my love and passion for cooking, gardening. They help me both financially and with encouragement. But they didn't accept another interest of mine which is keeping a cat. This will always hurt me. ",Not really. I feel like its easy to take initiative to do something with my parents. Even though it takes some nagging and convincing from both sides. ,Most of the time I feel hopeful but at other times their words make me feel worthless. I almost feel like I'm wasting their time and money. ,0
12/31/2021 14:33:48,Female,Khulna,,I never feel so,No. My parents are so much supportive.,No,Their activities make me hopeful,0
12/31/2021 14:44:17,Male,Dhaka,,"Never, even if i did. They counted it as a part of my life my rules. ",No,No,Hopeful,0
12/31/2021 15:03:56,Male,Dhaka,,Fortunately i almost fulfilled  my parent's all desires.,My parent always value my opinion and interest now. Previously they didn’t have faith on me. I had to prove them that i will never let them down by my activities and my qualities. Now i believe  they have faith on me. ,I always tried to make my father understand to encourage my sister for her study. His motivating way was not smooth always to us. So i tried to consult him to change his motivating system. ,Sometimes hopeful and sometimes hopeless. ,0
12/31/2021 15:22:23,Female,Rangpur,,No,No,No,Hopeful,0
12/31/2021 15:36:13,Male,Dhaka,,No.,No,No,Hopeful,0
12/31/2021 15:37:20,Male,Dhaka,,"No I didn't, they didn't let me feel that way ",No i didn't. They supported me.,Sorry i didn't understand the question.,"It makes me hopeful, and want to be a better son.",0
12/31/2021 15:45:51,Male,Dhaka,,Yes at Admission Time,No. I never lost interest in my hobby. My parents also didn't interfare.,Nope,Yes obviously Hopeful,0
12/31/2021 16:07:48,Male,Dhaka,,Sometimes I do when I notice they are actually a bit upset on me for not valuing their desires. ,"I actually felt loosing interest in past, but now they treat me in a different way and give me the oersonal space of anything, I should admit. ",Yes sometimes.,"To be honest, it's neither hopeful nor hopeless. Their activities cause neutral effect on me.",1
12/31/2021 16:12:01,Female,Dhaka,,No,No,Not much,Hopeful as they are positive minded,0
12/31/2021 16:12:55,Male,Dhaka,,Yes. I feel like I couldn't give them the luxuries they have provided for me. I feel like I couldn't do anything for their happiness.,Yes.Sometimes when they just straight up say no to something without even hearing my experience I lost interest in those things.,Yes. I feel like they would not agree with what I want to do,Hopeful and hopeless both,0
12/31/2021 16:19:49,Female,Rangpur,,Yes. i could not get admitted in good public university,No. Not at all. They encourage me always,No,Hopeful,0
12/31/2021 16:23:10,Female,Dhaka,,"No, I don't feel worthless now because I have not done with my education yet and they want me to do something after my graduation is complete.",I always wanted to learn dancing or singing but they didn't show any interest.,I find it very difficult when I try to explain something but they didn't understand but It does not happen in regular basis.,I don't have any complain about my parent's activities. I know they are my parents but they have life too and they can do whatever they like. It makes me hopeful if they do something for their happiness.,0
12/31/2021 17:01:31,Male,Dhaka,,I felt worthless once in my life when I couldn’t make it to any medical college foe admission.,They don’t seem to be unhappy with my interest. ,Yes it becomes difficult most of the time.,I think they still need each other's opinion in everything. This issue makes me hopeless ,1
12/31/2021 17:54:54,Male,Dhaka,,"No, my parents never desire something they know I won't be able to do.","No, as long as it is not unethical/harms someone.",No.,"Hopeful, they are always supportive.",0
12/31/2021 18:48:25,Female,Khulna,,No. ,No. They are supportive. ,Not at all,Hopeful ,0
12/31/2021 19:26:42,Female,Chattogram,,"No. 
Because I feel like this is what Allah has chosen for me. Maybe what my parents wanted from me was not good for my future. And Allah knows what the best. So, that's why He has chosen this for me.","Yes. 
Sometimes I get disheartened by seeing their reactions about my feelings towards something. But also sometimes I get immense support from them which comes to me as a shock. So, I really can't give a definite answer.","Yes. 
Because of the expectation.  It is natural that their expectation arises when I try to do something for them and I don't work good when people keep high hopes for me. I feel pressurized. So, I find it a lot difficult to work on something for my parental activities","Mostly hopeful. Because who and how I am today is the result of their upbringing. So, unlike a few times, I feel hopeful of their activities and decisions.",1
12/31/2021 19:46:31,Female,Chattogram,,"No. 
Because I feel like this is what Allah has chosen for me. Maybe what my parents wanted from me was not good for my future. And Allah knows what the best. So, that's why He has chosen this for me.","Yes. 
Sometimes I get disheartened by seeing their reactions about my feelings towards something. But also sometimes I get immense support from them which comes to me as a shock. So, I really can't give a definite answer.","Yes. 
Because of the expectation.  It is natural that their expectation arises when I try to do something for them and I don't work good when people keep high hopes for me. I feel pressurized. So, I find it a lot difficult to work on something for my parental activities","Mostly hopeful. Because who and how I am today is the result of their upbringing. So, unlike a few times, I feel hopeful of their activities and decisions.",0
12/31/2021 19:57:54,Female,Dhaka,,No,No they are really supportive ,Not all time but yeah sometimes it happens but later i understand they were right ,They are the Best ,0
12/31/2021 20:21:35,Male,Dhaka,,"My admission season still makes me feel worthless, that's it. ",No experience like this.,"No that much initiabes I have taken yet, still this type of unsupportive mentality would have affected me.","They often hit me mentally, that makes me feel hopeless.",1
12/31/2021 21:00:07,Female,Dhaka,,"Yes, i do feel worthless sometimes ",I have lost interest in almost everything because of this,Yes as our relationship is not like that,I won't talk about this,1
12/31/2021 23:12:36,Male,Rajshahi,,They did everything ... I also tried and nothing happen. ,My parents opinion about bike is a deadly vehicle whereas I wish if I could get a chance to travel in a motorbike,NO . I will be happy if I could do something for my parents.,My parents always encourage me to work hard for best output. ,1
1/1/2022 3:38:50,Female,Dhaka,,"No, I don't feel myself worthless for not fulfilling their dreams.","No, I don't lose my interest, instead I do what I am interested in no matter what.","Yes, most of the time I find it difficult. Still, I would try my best to do something for myself and take the initiative for that. ",It's a mixed feeling.,0
1/1/2022 9:14:46,Female,Dhaka,,"I was never of their types. Seems like, I never had fulfill their one single desire. ","I could never done anything of my own choice, if I had any, I had face their consequences.",Not difficult but surely impossible. ,"Hopeless as usual. They have never understand me though they always say, whatever they think or do is always for my betterment. ",1
1/1/2022 10:32:09,Female,Dhaka,,Yes sometimes I feel so worthless. Sometimes I'm not doing great in my academics & that time I feel worthless ,No. They never did anything so that I might have losing interest in that thinh which I love ,Yes I find this difficult but that's is my own problem not my parents activities ,Hopeful because they always try to stay beside me,1
1/1/2022 12:21:55,Male,Chattogram,,"Yes, after medical admission result🙂
I was completely lost and wished to bury myself. ",not really. they care about my interest.,yes. i was on a dilemma and kept my phone off for a whole day.,"though, i have argument over many things, but i think all of their decisions and activities proved right for me. Now, it makes me hopeful.",1
1/1/2022 15:50:31,Female,Dhaka,,I haven't studied medicine according to their will. I was grounded for 3 years straight ,Yes I lose interest. They make me lose it. They Don't care about my feelings. ,I am scared to let them know what I wanna do in life. Either they will discourage me unknowingly or scares me that I will fail.,My parents want me to have a good career. But their parenting style is bad. They do bad parenting unknowingly most of the time,1
1/1/2022 21:48:31,Female,Dhaka,,I don’t feel worthless ,"Don’t get much support but it’s okay, I don’t lose interest ",No ,It’s neutral ,0
1/1/2022 21:56:36,Male,Dhaka,,"Yes I do feel that way. A unique kind of depression falls upon me whenever I fail to fulfill their desires. And it keeps me up at night, it interferes with my diet and eating and whenever I think of that, my heart gets heavy. ",No. I don't think anything like that ever happened to me. My parents always reacted positively to my interests. They never forced me to change my interests or anything. ,It does feel difficult but not that much difficult. I can take initiatives to do something for them if I want to and I have done things for them in the past. ,I don't really get any hopeless feelings from their activities. Why would I get that feeling? I always get hopeful vibes from them. ,0
1/2/2022 20:33:26,Female,Dhaka,,I feel like a total failure and useless being on earth.I ,I don't have any interest for anything in particular.I ,I don't know.,I feel nothing.,1
1/2/2022 23:15:56,Female,Dhaka,,I felt bad for not fulfilling their desire.,Yes ,Yes.,Hopeful,1
1/2/2022 23:20:17,Female,Dhaka,,"Yes. 
It was heartbreaking. ","No.
They didn't react. They simply told me the positive and the negative side of it.","Nope..
They always listen to me first.",Obviously they are my strength. So obviously I feel powerful with them.,0
1/3/2022 8:10:48,Male,Dhaka,,Not really.,Not really either,Nope,Content and hopeful ,0
1/3/2022 10:32:32,Male,Dhaka,,yes. Because my parents are trying a lot to  make my wishes come true. But I am not able to admit in a public university and made my parents' life difficult with so much pressure of money.,No I dont lose interest as I love my parents.,Sometimes it is difficult as what our parents want doesnt mean that I want that too.,Hopeful because they try their best to fulfill their duties and responsibilities which make me very hopeful.,1
1/3/2022 22:20:42,Female,Dhaka,,Always ,No,No,Hopeless,1
1/3/2022 22:59:52,Female,Dhaka,,Sometimes. ,No,No,Their activities make me hopeful ,0
1/3/2022 23:33:20,Female,Dhaka,,Yes. I could not help them financially ,Yes. I gave up singing since my parents didn't like it. ,No. They are very helpful and supporting,I feel very good. As they are supportive.,0
1/3/2022 23:38:20,Female,Dhaka,,I feel bad at first but then i realise maybe there are much better opportunities for me in future .,No! There is no such thing.,No! I haven't face any difficulties like this.,I feel very hopeful because my parents is very supportive .,0
1/3/2022 23:40:35,Female,Dhaka,,I never feel worthless as my parents knows very well that how much I am obedient to them.,"My parents always love to listen my interest and feelings but after listening,  they directly provide their opinion what is they feel wrong or right.",I have not experienced yet as they are trying to consider me everytime ,When i was kid I felt hopeless sometimes  in their decision but after SSC they are giving too much afford on me which makes me hopeful.,0
1/3/2022 23:40:55,Female,Chattogram,,I didn't study properly. So I get frustrated.,No . I don't lose interest. ,No . I don't find any difficulty. ,It makes me hopeful,0
1/3/2022 23:41:24,Female,Dhaka,,I do not feel ever worthless as I am trying my best and my parents also do not pressurise me,"Yes, sometimes I need to reconsider about those things .",I don't find it difficult actually. ,Sometimes it makes me hopeless. Then I focus on ignoring those actions ,0
1/3/2022 23:54:00,Female,Dhaka,,My parents wanted me to get myself admit in Dhaka University ; but i can't full fill their aim.,My parents don't give so much attention to my feelings.,"Yes, i have found difficulties to take permission from my father for any kind of activities.",Almost hopeful. They are very serious.,1
1/3/2022 23:58:31,Female,Rajshahi,,"Yes, my parents wanted me to go to abroad which could make my career better.",Yes. I have lost my internet for dance classes which was my hobby for my paternal activities. ,"Yes, I wanted to be a business woman which I find difficult to do bacause of the initiative of my parents. I was feeling hopeless during that time.",I felt hopeful later on because parents always want the best thing for their child.,1
1/4/2022 0:04:34,Female,Chattogram,,Yes. I blame myself for the unpleasant outcomes of my own actions.,No. But I try to avoid things that will harm my parents feelings.,Sometimes I find it difficult. I wish I was more confident.,My parents never motivated me which makes me hopeless,1
1/4/2022 0:06:39,Female,Dhaka,,I feel like a failure ,They tell me study is everything,Yes,Both,1
1/4/2022 0:07:47,Female,Mymensingh,,"yes everytime 
I feel i dont have any right to live in this world 💔",They dont care about my feelings.,Yes.They dont like it though.,"hopeless.They dont even understand my feelings,my emotion and what i want from them.",1
1/4/2022 0:11:23,Female,Dhaka,,I didn't get GPA5 in my HSC exam. So couldn't fulfil parent's desire. ,I loved to learn music. Had to discontinue as my parents didn't like it. ,Sometimes my parents tell me to return home by evening. So have to cancel some plans. ,Make me hopeless as they just want me to follow as they want,1
1/4/2022 0:16:54,Female,Mymensingh,,"Nope. I donot. They never support me to accomplish anything or during my any exams, after that how they can expect anything from me. ",I love to cook foods. But now I hate to cook food for the criticism I get from them. ,"Once I tried, they started giving lecture how much they spend on me, how much they are making favour by growing me up. ","Hopeless. They try to pulled back and lockup on the home for sake of safety issue. They donot give space to grow. They always try to dominate. I some extend I feel like they want to hold the place of God on my life to control everything. But it's wrong , we are human they should let us space to make mistake and learn. Instead of lockup in the house and then expect us to compete with the world. Only institutional education  isnot enough to learn socialization and to know how world works. ",1
1/4/2022 0:36:50,Female,Dhaka,,parents always expects the best from us yet that is sometimes really hard to do,"i wanted to do so many things in my childhood, like becoming a singer or dancer or a guitarist, but my mom does like those things and i never got to be those things. yet some extend i got to do dancing , singing and play guitar. so i guess i am happy not completely yet happy..","no, sometimes but not always",Maybe Both. Hopeless mostly,1
1/4/2022 0:42:27,Female,Dhaka,,Yes always. Sometimes when you know a little effort and dedication goes a long but you still didn't do it properly is where all the regret and worthlessness comes from. ,Not really. My parents has always been super supportive.,If you are dedicated enough for something then no activity can make it difficult for you to accomplish.,It always makes me hopeful about everything in generator.,0
1/4/2022 7:55:29,Female,Dhaka,,Yes i did. They get disheartened ,Yes j did. I wanted to do parasailing but they Didn't give me permission . They make me understand that it wont be safe,Yes sometimes maybe,Yes hopeful it is ,0
1/4/2022 12:34:00,Female,Dhaka,,"No matter whatever I do in life, I don't think I'll ever be able to meet up to their level of expectations. Firstly, my father wanted me to be doctor which contradicted with my dream. Secondly, he has a mentally that you're good for nothing if you don't get a good government job. ","At present, I am a professional portrait artist. But I remember how my father used to scold me in my childhood wherever he used to see me painting. I even stopped painting because of him.",Not really I can do everything what others can do,Extremely hopeless :) ,1
1/4/2022 12:34:34,Male,Chattogram,,Sometimes. As there are many things in life you can't live up to your parents expectation.,Not really. My parents are always supportive on my interests. ,NO. My parents are always helpful towards these things. They find it nice that i am taking up initiative to do something. ,"Hopeful. They always work hard for our betterment. Even though sometimes it is hard for us to do everything as their expectations, i know that they only wants the best for us. ",0
1/4/2022 16:23:15,Female,Dhaka,,"No, I don’t feel worthless. But sometimes, when I can't fulfil their silly desires,which I could do; It feels bad to me.","They don't dominate me, they just want me as a successful and good one with doing anything wisely, which is my interested area. ","Sometimes it happens, when I could not convince them.","I love them, in maximum time, they don't pressurize me for my activities but which is not liked by them, they try to convince me why they don't like it. ",0
1/4/2022 17:05:09,Male,Dhaka,,Yes. Couldn't become a doctor.,Yes they always say I do everything except studying,Yes because of their rough and strict behavior ,In late night I always feel hopeless and lonely,1
1/4/2022 17:06:26,Male,Dhaka,,"yes, sometimes i do.",yes. they think its a waste of time.,"yes, mainly because of responsibilities ",somewhat in between.,1
1/4/2022 17:10:19,Male,Dhaka,,Yes I feel worthless,Yes I lost interest in traveling,At times I do.,It makes me feel between hopeful and hopeless,1
1/4/2022 19:17:41,Female,Dhaka,,Always feel this way. I was never enough for them. I was never able to satisfy them.,They actually never supported me if my interest did not match with them. But I never gave a fuck. I was hurt but It's true that I cannot make everyone happy so I decided to make myself happy.,I think It's a problem with their mind setup. If they can’t change their mind setup then no one can. So don’t even try to. It's worthless. I tried to make them understand but they didn’t understand so I stopped. ,"Genuinely, I am disappointed in them.",1
1/4/2022 21:17:39,Male,Chattogram,,"I don't feel worthless. But, I always try to obey them.","No. In that case,  they don't even care. They trust me because I don't do anything illegal.",No.,My parents always make me hopeful. They always motivate me to be a good human. Not doctor or engineer. They only want me to be a good person.,0
1/5/2022 18:35:29,Female,Khulna,,no,"I've once said that I want to be a police officer when I was little, but my parents denied it and said straightly no to me. I felt sad and then gradually lost my interest to become police officer.","sometimes, like when I want to go out or stay late with my friends, it is kinda difficult to work up the initiative.",does not make me hopeless.,0
1/5/2022 19:07:07,Male,Dhaka,,"Never felt worthless, I've always tried to give my best even if I failed. ",People's interest change due to the influence of priority.,"Yes, sometimes I have to give up on trying something different, but can't because of my parent's work.",Surely it makes me hopeful & I'm proud of my parents.,0
1/5/2022 19:39:51,Male,Dhaka,,Always. They are never happy doesn’t matter what I do,I have no interests left honestly,Yes. Cause they think they are always right so I gave up after some trying,Hopeless,1
1/5/2022 20:12:01,Male,Dhaka,,I often feel worthless for not fulfilling my parent’s desires.,They do not have that much interest on the things that i love to do but they have faith in me that i will do the right thing.,Sometimes I find difficult but most of the time i love to do something for my parents ,I always feel hopeful and great full for my parents activities ,0
1/5/2022 20:54:40,Female,Dhaka,,"They were pretty disappointed at me for not getting into a Medical college and later also not picking the private university my mother had chosen for me. As a result, she gave me the cold shoulder for 4/5days. ",I like to travell but my parents are anxious about my safety so they don’t let me out much.,I find it difficult sometimes ,I'm really hopeless because they sometimes dissapoint me with their behavior.,1
1/5/2022 21:15:12,Female,Dhaka,,Always felt not good enough,They don't even let me live my life 😑,Yes I don't have the courage to take the initiatives.,I'm always hopeless about my parents.,1
1/5/2022 21:54:09,Female,Dhaka,,My parents desires are too much for me . It is not fulfillable at all.,My parents doesn't bother much,Yes because most of the time I don't get the motivation from my parents.,It breaks me ,1
1/5/2022 22:01:38,Male,Dhaka,,I think I fulfilled their wants until now,"No, my parents always backup me to do what I really love.",Yes. Most of the Bangladeshi parents thinks they are ideal parents but actually they are not. ,I'm hopeful because my parents wont do anything bad for me.,0
1/5/2022 22:02:52,Male,Sylhet,,I respect their desires but sometimes I feel so low about not fulfilling their desires.,they do cooperate. ,No i Didn't. ,Their support makes me hopeful.,0
1/5/2022 22:15:14,Female,Dhaka,,Yes I can't do all the things they want me to do. I really feel sad about this sometime.,"No, my parents never supported me.",Yes it is so difficult because my parents doesn't have faith on me.,I'am hopeless about my parents,1
1/5/2022 22:30:52,Male,Dhaka,,Yes. Because of not being educationally as brilliant as the expected. ,Yes most of the time.,Sometimes it seems very difficult.,Most of the time hopeful but sometimes the opposite ,1
1/5/2022 22:44:43,Female,Dhaka,,sometimes I feel worthless and sometime not.,Yes my parents forced me to not to do those things I love because they think this unnecessary in my life.,yes this is really hard for me to accept .,Most of the time their behavior makes me hopeless.,1
1/5/2022 22:45:21,Male,Dhaka,,Sometimes I feel worthless and something always comes to my mind that I might be useless.,"Yes. They don't like what I like...they see things from their perspective, not mine.",I have a mix feelings about this.,In between.Sometimes they make me hopeless.,1
1/5/2022 23:03:18,Female,Dhaka,,I felt so bad for them. ,No I never lost interest on anything.,No because my parents influence me to do everything what I want.,I'm really hopeful.,0
1/5/2022 23:10:43,Male,Dhaka,,"Yes,  There are times when I feel worthless bcz of that.",I lost Interest in the activities and still feel angry about this behaviour of them. ,"Yes,it's really difficult for me because they are too much strict.",My parents are so communicative so I'm hopeful.,1
1/5/2022 23:13:48,Female,Dhaka,,"No, I never felt.","Yes, They are making me do what they love.",Yes because I have the fear that how my parents will react later.,It makes me hopeless sometimes. ,1
1/5/2022 23:15:59,Male,Dhaka,,"Yeah, sometimes i feel worthless but at the end they supports me. ",I lose interest to playing cricket in childhood beause my father don’t like that.,"Yes, I faced many difficulties in the past.",My parents are friendly to me and they supports me  which makes me hopeful.,1
1/5/2022 23:18:03,Male,Dhaka,,I am worthless.,No. I love to do many things and I know my parents got my back.,No I never felt any difficulty.,Yes i'm hopeful.,0
1/5/2022 23:19:04,Female,Chattogram,,They never made me feel that way.,They support me till it is right thing.,They support me always ,They always give me hopes. Actually they are my hopes.,0
1/5/2022 23:27:06,Female,Dhaka,,"My parents wanted me to study engineer and I did not. At the end of the day I am study in Economics and doing great. But I know doing great won't get me a job in economics or studying engineer and failing could. So anyways, I am a disappointment to myself actually because the minute I started for economics my father knew nothing in the development sector is easy, so he doesn't have any high hopes for me. ",They simply allow me to do the things I am interested in. ,Nah nothing of that sort. ,It really doesn't matter in this point of life. I take my own decisions and trying to sort life out and hoping to do something in life. ,0
1/5/2022 23:28:56,Male,Dhaka,,Yes and it was horrible,"No , If my parents know I'm happy they will give me all the thing what I want to establish my interest.",Yes because my parents think i'm wrong all the time.,Their actions give me no hopes.,1
1/5/2022 23:30:45,Female,Barishal,,I always feel worthless,"Sometimes, depends on situation",Yeah I do sometimes.,It makes me hopeless,1
1/5/2022 23:34:46,Female,Khulna,,"Yes, I feel very worthless because I could not fulfill the wishes of my parents, I could not give them the expected results. ","Yes, I lose interest in the thing I love for my parental activities, cause they don't give me permission to do many of my favorite things. ","Yes, I find it difficult to work up the initiative to do something for my parental activity.","I always feel blessed to have my parents, but sometimes I feel hopeless on some point.  ",1
1/5/2022 23:36:43,Female,Chattogram,,Yes during hsc I could not get A+,My parents care about my interests most of the time and they also appreciate some. On the contrary they also don't likew few of them but they don't tell me to give up that interest,No they trust me that I'll do nothing wrong.,Hopeful as my parents are supportive,0
1/5/2022 23:55:53,Female,Khulna,,"No, I always try to do best and my parents support and not make me realise worthless of anything ","No, they try to encourage me to do the things I am interested in",No never felt that way.,"Hopeful,  because they are optimistic ",0
1/5/2022 23:59:53,Male,Sylhet,,Well it’s hard to explain..sometimes it becomes more tough to fulfill their desire so I feel unworthy ,No..I always stay strong on this matter,Yes it happens..i just take an initiative and they just discourage me..,Hopeless and hopefull both...Most of the time hopeless as they discourage me on some points badly.,1
1/6/2022 0:04:58,Male,Dhaka,,I think no person can truly fulfill their parent’s desires. Like I take CSE for my own desire not my parent's.,My parent only like me to study but I would like to do other interesting things like self travelling.  ,"Yes, I wanted to upload videos on YT but my parent don't support it so I quite.",If you thing you know more than your parent's then it hopeless. ,1
1/6/2022 0:07:56,Female,Dhaka,,Yes. It felt like i am good for nothing,Yes.Sometimes they force you to do something while you start to forget what you actually love and sometimes you don't even get the chance to know what actually you want,Yes because they are not willing to listen ,Won't say it makes me feel hopeless sometimes they motivate me as well but maximum time demotivating things happen more,1
1/6/2022 2:10:24,Male,Dhaka,,No I never feel worthless because I always try my best to fulfill my parent's desires,My parents won't care ,It hurts and that time I feel that I'm worthless,Obviously it make me hopeless.,1
1/6/2022 10:03:14,Female,Khulna,,yes sometimes I feel like this. I wasn’t confident that I could do the things they wanted so I didn’t fulfill their desire ,yes sometimes I do feel like this. They reject my opinion on that thing and try to make me understand why I shouldn’t do it ,I really don’t know ,their activities make me hopeless.,1
1/6/2022 10:18:21,Male,Dhaka,,"Yes I do, it really feels bad that they are spending so much money on my education but I think I can't deliver UpTo their expectations.","Yes, I didn't want to choose the subjects that I am reading now but for their happiness I have to study it.",yes my parents won't support me.,I will not say hopeless as they try their best to give me the best. But sometimes their thinking is really outdated and they hope for me to follow them which in result makes me feel kind of hopeless.,1
1/6/2022 11:59:02,Female,Dhaka,,It happened when I could not do well in my university admission tests.,"My parents have always been supportive of everything I do, so there's nothing that I had lose interest because of them.",I don't feel it's difficult as my parents were really easy on me.,Hopeful as they try their level best for us.,0
1/6/2022 14:34:26,Male,Dhaka,,I think i am capable enough to fullfill their desire but somehow it's been shadowed. The experience isn't good. It makes you down mentally. It makes you feel like they deserve better. ,They have mixed reactions. I think generation gap takes a big toll on this matter. ,It depends on the subject of the initiative. ,I have mixed reactions on this too. But mostly they are hopless.,1
1/6/2022 17:27:47,Female,Dhaka,,Yes I feel I'll never be able to fulfill their desires.,"No , my parents never make me feel to give up my interest.",no my family provide me all the supports I need,I never lost any hope for my parents.,0
1/6/2022 19:25:04,Male,Dhaka,,Sometimes I do feel worthless,No I never felt like that,No I don't because me and my parents have good understanding,It makes me hopeful because they are very open and free with me,0
1/6/2022 19:55:41,Male,Dhaka,,It may be depressing at times.,They encourage any interest that may be helpful for my future career,I don't find it difficult to take the initiative.,It makes me hopeful.,0
1/6/2022 22:48:35,Male,Dhaka,,"No, I actually fulfilled all their desires till now","No, they always respected that","Sometimes, yes I feel difficulty.","Mixed experience, but mostly I feel hopeful.",0
1/6/2022 22:51:04,Male,Dhaka,,"Yes, I have. It looks like I am not a good son.","No,  they have supported me in all ways. ","No, they are supportive.","No, they make me hopeful.",0
1/6/2022 23:10:23,Male,Dhaka,,No. I fulfill my parents desire all the time by doing what they want .,No I never felt losing interest.,No. Instead they make me strong.,Yes i'm hopeful.,0
1/6/2022 23:13:16,Female,Dhaka,,Couldn't get chance to a specific college ,No I didn't lose interest in anything that I love for my parents activities ,I don't get enough confidence sometimes. As they never appreciate me or never showed that they believe in me. ,It makes me feel sad and a dependent person. ,1
1/7/2022 1:32:21,Male,Dhaka,,Sometimes I do. I am currently 23 yeard old. I was supposer to graduate by this time. But I still have one and half years to complete. I wished to take care of my family by this time yet I can't. My father has retired from job long ago and still he is taking care of our family. Sometimes I feel I have always taken from my family and never gave anything in return. And at that particular time I think my life sucks.,"My parents has always supported me in every way possible. Especially abou study, they have never pushed me as any other typical parents. Also they have bought me boots as I used to play football, cycle as I loved travelling, took me to drawing classes, spent quality family time whenever possible. Yes they have guided me in particular cases but I don’t think that made me biased or to ser any anchor point or made me lose interest in anything anyways. ","Yes I do find it difficult. Living in an Asian country, it is too hard to find a source of income while being a student. Also I have to live far from my family for my studies. Whenever my parents fall sick, I regret about some decisions that I took in the past. Sometimes I share it with my girlfriend or close friends and sometimes I keep it to my self and feel sorrowed. ",I feel so proud about my parents. They have brought me up in a way that has made me strong as a person. They have set examples before me to live my life in a simple and happy manner. ,0
1/7/2022 2:02:41,Male,Sylhet,,"As far as I know, I've always tried to fulfil my parents desires.","My parents are always very easy goin with everything I do and did. So, this was never an issue for me.",My parental activity never affected any of my work up initiative.,They do make me hopeful.,0
1/7/2022 5:45:15,Male,Dhaka,,"Nope, I don't feel worthless anymore. ",I kind of lost my interest in sketching and drawing because many years ago my mother tore a drawing which took me more than two hours and it was for academic purposes. I felt really bad at that time. ,Not anymore. I'm becoming confident enough.,I choose to walk the path which I have been paving with every step,0
1/7/2022 10:04:29,Male,Dhaka,,It felt very bad but I didn’t feel worthless. ,They encourage me and it's special when my parents keep supporting me,"No
I never found it difficult. My parents made everything easier to do","Without any doubt hopeful.
I got their support whenever I need them.They keep supporting me without even asking a question ",0
1/7/2022 11:34:51,Male,Dhaka,,I am nobody to my parents,No I don't. They help me one this.,Not so difficult.,"Though there are several problems, i love my family",0
1/7/2022 22:12:51,Male,Dhaka,,"At that moment, they are in a state of mental turmoil",evaluate their wishes and try to fulfill them,It's better not to do what they no,They are very smart and I am proud of them,0
1/8/2022 6:42:39,Male,Dhaka,,"The feeling of worthlessness is perhaps one of the worst feeling there is to feel. But Sometimes the desire of our parents and our very own desire are not the same. To me , not being able to deliver on my parents desires are much less important than what are my own aspirations. It feels more heart wrenching when I can’t materialize the goals which I set for myself. Because, I firmly believe that it is my life and I am solely responsible for my own happiness and desires. Rather, living up to someone else’s desires. ",Sometimes when I don’t get the proper response from my parents regarding something that I’m passionate about it is obviously quite demotivating but eventually when my parents realize that my interests are fruitful they react in a supportive manner. ,The initiatives taken by me in the past has always seen great support from my parents because they were quite reasonable and beneficial to me. Sometimes the unreasonable demands met resistance from both of my parents though. But mostly the experience has been a positive one. ,My parents are very understanding and supportive. Their activities always gives me faith in myself and shades hope even in the darkest times. ,0
1/8/2022 10:29:01,Female,Dhaka,,"Yeah, after not getting chance in medical admission.",No.They support me always.no.,No.I didn't find any difficulty.,Hopeful about my parents.,0
1/8/2022 14:26:11,Male,Dhaka,,Not getting admitted to a public university,No. Now they have given me the room to take my decisions,I have mix feeling about this. Sometime I face difficulty.,Always Hopeless,1
1/8/2022 19:08:30,Male,Dhaka,,No alhamdulillah my parents are not that disgusting type.,They're very supportive,"No, I never hesitate to take any initiatives.",They are really positive about me so I'm hopeful.,0
